Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,LA Metro,Inland Empire,SF Bay Area,
3-Feb,326645,439080,NA,189090.45,227272.18,NA,NA,NA,158165.76,NA,181538.38,129555,NA,157999.1,NA,291927.91,NA,704860,140000,309090.82,178887.94,NA,369900,410714.18,279999.4,447885.09,289178.32,NA,225289.07,228820,379031.47,154696.46,385167,613013,231122,364582.69,620750,455670.6,535000,525000,176537.63,149999.5,291413.31,392085,203571,NA,NA,118799.06,214583.04,397058,NA,NA,,306346.16,485224.77,188547.82
3-Mar,351130,471632,NA,216428.24,250000,NA,NA,NA,166301.05,NA,189582.85,137212,NA,184444.22,NA,290523.33,NA,716953,183333,272221.78,175332.57,NA,396500,440384.21,306666.6,448596.01,299241.44,NA,236697.98,233451,371738.41,159384.71,394491,613189,232542,367762.48,631000,489304.13,544500,522500,180277.76,169999.5,297766.9,394750,200221,NA,NA,124687.27,219444.06,412000,NA,NA,,318575.26,510135.09,197924.85
3-Apr,364040,471715,NA,209259.07,253124.94,NA,NA,NA,169544.98,NA,194374.28,133787,NA,207692.15,NA,305046.75,NA,739077,165000,270832.92,186470.26,NA,425000,482607.87,295311.59,464215.84,301304.33,NA,241804.72,236293,381578.13,164670.78,394986,633870,245696,394679.9,634000,570516.77,540000,541000,186249.69,161666.58,294423.57,409052,216025,NA,NA,132186.89,210714.07,489682,NA,NA,,333771.48,532728.82,203448.45
3-May,367630,471005,NA,225580.88,239284.93,NA,NA,NA,170307.18,NA,211183.99,137428,NA,202272.68,NA,300669.31,NA,703512,187500,271428.14,193332.67,NA,415000,437036.67,321874.78,469924.67,315546.06,NA,247092.08,241465,378377.59,167034.64,408483,637907,242104,384481.91,650000,453029.79,540000,535000,195788.68,144999.75,312257.94,423809,217755,NA,NA,126773.85,227380.4,457142,NA,NA,,334737.24,529456.28,209666.69
3-Jun,374530,488474,NA,211363.41,252272.68,NA,NA,NA,178856.2,NA,198180.91,146557,NA,190908.55,NA,340954.98,NA,747158,194999,274999.5,190768.69,NA,417000,453703.17,317646.88,482421.05,350961.03,NA,258847.8,251913,411999.88,173742.58,419316,632867,249177,393451.45,680000,452795.13,562000,550000,198332.42,167142.5,299845.63,440728,220077,NA,NA,137142,237499.25,455418,NA,NA,,341512.24,552429.8,219953.18
3-Jul,381940,486363,NA,233749.33,259374.81,NA,NA,NA,181379.24,NA,217360.76,148867,NA,214999.7,NA,364343.93,NA,772059,180000,267499.65,190869.02,NA,445000,457691.73,320833.13,496518.92,334588.7,NA,258106.27,247410,397057.85,176682.56,430473,647222,258654,396533.69,663000,544654.08,549000,540000,209090.73,174999.25,315714.13,436690,227060,NA,NA,142499.88,224999.5,458597,NA,NA,,351942.44,544325.2,224070.1
3-Aug,406140,483883,NA,221078.01,263333.07,NA,NA,NA,184383.34,NA,212161.92,158447,NA,227173.37,NA,377988.58,NA,741141,190000,261110.89,200714.27,NA,470000,486206.03,304166.63,527881.43,348351.16,NA,268839.34,255152,393242.31,185513.12,444227,642857,262963,402777.75,645000,529606.83,560000,549900,204877.95,181999.9,325925.67,436410,230440,NA,NA,144374.78,253999.92,480407,NA,NA,,361789.47,550973.52,231827.97
3-Sep,384690,483461,NA,230920.43,270832.92,NA,NA,NA,176476.45,NA,226315.26,148192,NA,234781.91,NA,406300.79,NA,747663,237499,331817.86,190713.75,NA,460000,488234.41,337499.63,523794.32,346010.18,NA,265837.38,256165,388749.11,183762.5,433818,629629,253767,387893.86,659000,446280.51,550000,545000,206451.48,144999.75,328385.13,438636,228358,NA,NA,133076.27,237878.03,494470,NA,NA,,354156.9,546231.03,227139.22
3-Oct,379120,478347,NA,239903.05,256818.05,NA,NA,NA,177653.44,NA,227418.81,145517,NA,226851.31,NA,359477.43,NA,732797,182500,289582.54,210293.91,NA,450000,474999.25,298862.66,529127.71,346428.11,NA,269961.34,257440,417999.82,185421.27,449345,652127,261646,401724.12,645000,422874.65,559000,545000,204605.17,167999.6,329577.17,431286,226365,NA,NA,145293.85,235810.09,470512,NA,NA,,351027.4,545370.64,231085.83
3-Nov,384470,485191,NA,235713.57,280554.94,NA,NA,NA,192916.02,NA,214654.88,154285,NA,226470.06,NA,352760.89,NA,750000,214285,306249.94,195554.78,NA,457000,483927.73,321999.78,533837.44,353542.77,NA,271738.7,260013,436363.27,185923.85,454625,648611,264612,403191.46,665000,404156.96,556000,530500,198845.21,171666.08,334891.74,449159,226256,NA,NA,131033.93,251923.04,474999,NA,NA,,353175.14,556979.39,231395.31
3-Dec,401720,491495,NA,221969.26,323529.18,NA,NA,NA,198822.59,NA,214062.22,150153,NA,218749.63,NA,378199.5,NA,810484,208333,268749.63,201923.04,NA,465000,458063.94,327940.9,546526.68,349382.22,NA,277239.34,267320,433333,188974.46,466030,671052,260517,433333,675900,395298.55,565000,549000,207978.56,208333.17,330624.69,456578,238446,NA,NA,143333.17,247915.71,488695,NA,NA,,356069.5,564309.91,237287.28
4-Jan,404460,489603,NA,238969.81,287499.25,NA,NA,NA,179481.78,NA,196362.82,141625,NA,222221.78,NA,381934.83,NA,741802,237499,307692.23,197856.25,NA,485000,457142.29,309999.9,580921.92,366128.37,NA,289299.63,262213,413333.2,191442.7,468450,648674,259408,420370.17,675000,497221.25,555000,585000,222916.21,160000,338181.44,454799,237499,NA,NA,157406.54,260714.07,495988,NA,NA,,369376.04,552699.02,241752.11
4-Feb,391550,530746,NA,235483.16,296427.64,NA,NA,NA,207339.3,NA,232291.02,160000,NA,220454.14,NA,371042.36,NA,765625,256250,300000,187499.63,NA,470000,469443.75,313888.75,594233.7,352912.09,NA,294726.38,277821,437999.62,195792.74,479545,671195,268243,447058.35,690000,506756.73,565000,567000,211274.28,182499.88,341481.07,455462,233453,NA,NA,138799.06,244116.76,528646,NA,NA,,375415.56,577193.4,250231.18
4-Mar,428060,528871,248213.32,237244.15,287499.25,NA,NA,NA,211231.66,NA,234558.13,164925,NA,222999.54,NA,371788.98,NA,828629,237499,300000,201428.54,NA,500000,492707.41,334374.66,623175.71,387057.95,NA,320267.94,286999,472579.92,207388.36,494025,700330,277812,411016.84,725000,528225.69,620000,604250,214130.15,164999.75,355235.05,474999,237672,NA,NA,146944.1,255434.67,552125,NA,NA,,393027.86,601621.97,269890.81
4-Apr,452680,558392,248808.55,244999.1,296874.06,NA,NA,NA,213928.29,NA,240999.18,183000,NA,262499.75,NA,391501.66,NA,862500,262500,311764.59,204807.6,NA,550000,533783.65,373468.65,660913.54,396051.67,NA,337889.14,296331,484145.5,223088.57,527315,707010,280536,429660.72,745000,564731.88,615500,620000,225416.16,164999.75,363347.78,493406,240730,NA,NA,159188.23,260416.46,613362,NA,NA,,415865.24,622219.36,291546.09
4-May,463320,591700,284374.31,269230.38,291665.83,NA,NA,NA,225812.49,NA,237499.25,175000,NA,263888.61,NA,391690.99,NA,887867,275000,311111,221874.56,NA,565500,557064.99,367020.61,681597.34,407391.23,NA,355007.94,306230,477585.43,229532.47,565028,704662,286580,434868.07,765000,689393.18,630500,629250,229999.4,189999.5,378347.43,489901,243181,NA,NA,164062.3,286841.37,614853,NA,NA,,436386.59,634294.86,296693.08
4-Jun,468050,589285,262499.75,266826.59,317499.83,NA,NA,NA,234686.81,NA,267948.36,193000,NA,269827.19,NA,446724.71,NA,902912,243749,356817.61,230241.33,NA,577000,566666.4,364924.72,671214.56,415671.49,NA,360410.35,320803,500000,241506.96,580673,745901,296999,472092.3,799000,665321.92,639900,599000,242306.85,222221.78,378489.78,509239,255943,NA,NA,174721.49,268420.68,625000,NA,NA,,444576.23,642459.47,309961.55
4-Jul,461760,595273,281521.11,251744.15,312499.88,NA,NA,NA,241145.01,NA,266249.68,192000,NA,254629.54,NA,460110.37,NA,879120,300000,332142.54,228976.69,NA,564750,541666.5,368115.26,661942.03,430194.5,NA,355184.11,322289,497367.45,258002.28,582492,720121,310954,461445.17,770000,507575.73,637750,635000,239155.84,195713.5,386770.43,513889,258119,NA,NA,164827.34,291175.65,626506,NA,NA,,433693.53,637811.84,312002.48
4-Aug,473520,586409,279166.08,273912.57,333333,NA,NA,NA,248871.2,NA,264772.43,200000,NA,270832.92,NA,457166.22,NA,899350,234999,349999.5,246567.7,NA,555000,562499.75,390565.13,652905.6,416887.25,NA,353747.47,328407,557432.2,259229.25,579044,733107,319436,469402.29,772500,598213.89,623000,645500,236028.69,193332.67,391110.2,518365,271578,NA,NA,179374.03,271874.56,626726,NA,NA,,427691.86,633234.18,305025.14
4-Sep,463630,590576,278845.58,273610.64,379165.88,NA,NA,NA,251937.95,NA,275757.06,208750,NA,297915.71,NA,495561.09,NA,875000,300000,361904.14,243749.13,NA,575000,518229.09,388540.78,647908.39,429109.3,NA,359847.89,335276,524193.45,256502.3,573077,695833,326389,494851.99,749500,750000,629000,645000,248238.47,200000,400375.94,523750,270445,NA,NA,186249.69,289705.09,613200,NA,NA,,428991.43,630555.03,301605.61
4-Oct,459530,604464,289999.2,273124.54,352940.65,NA,NA,NA,250474.67,NA,271153.42,210000,NA,260869.35,NA,445780.75,NA,850329,268750,378570.64,263371.83,NA,578950,577829.88,374544.71,631213.35,423529.18,NA,351315.28,337783,531249.88,256039.22,566744,731756,335139,492371.96,760000,648648.05,634000,650000,251363.61,237499.25,405118.06,524884,279282,NA,NA,191289.76,289705.09,584947,NA,NA,,428314.23,637546.31,305618.73
4-Nov,471980,599397,290908.27,279999.4,365383.96,NA,NA,NA,244999.1,NA,271738.7,206000,NA,280881.74,NA,436452.01,NA,923386,287499,392856.21,261290.1,NA,597000,602499.59,367856.46,636388.66,436904.39,NA,355856.83,345940,561110.87,265127.89,564827,732142,332608,500000,779000,696427.79,642000,630000,246185.52,200000,406153.78,537915,283098,NA,NA,NA,310294.01,595912,NA,NA,,434623.76,647706.83,311045.27
4-Dec,474270,604392,327777.5,276743.65,343749.56,NA,NA,NA,248537.04,NA,275805.94,213750,NA,301724.12,NA,459461.06,NA,894927,325000,344999.55,262878.53,NA,589975,606854.41,392306.77,635446.49,435226.92,NA,364932.49,347828,589285.36,261723.9,577041,745659,342026,486110.25,788888,594511.82,660000,649000,249602.18,214999.7,397467.38,566250,284007,NA,NA,197306.83,294999.1,612460,NA,NA,,435409.76,648550.13,318143.17
5-Jan,484580,584360,328571.14,273147.69,318749.81,NA,NA,NA,260344.62,NA,281730.13,225735,NA,238888.11,NA,469028.08,NA,949073,279999,369999.3,261029.19,833333,620000,582386.03,410714.18,643195.63,447158.62,NA,366978.69,346229,610576.48,276169.91,580215,765625,343005,521825.31,783500,695832.55,659750,720000,259999.8,290624.19,410416.56,558493,293826,NA,NA,213586.68,315789.32,638130,NA,NA,,456344.94,630640,329419.97
5-Feb,470920,619320,339999.6,277884.06,366666,NA,NA,NA,258027.36,NA,287499.25,227552,NA,259999.8,NA,450086.35,NA,958333,316667,359999.4,278124.44,937499.25,637500,641303.78,405172.36,669986.04,451704.03,NA,373920.83,351905,624999.5,281272.88,580858,850000,348820,524621.11,827500,671874.31,700900,733500,261874.76,218749.63,420873.58,591783,296683,NA,NA,NA,324999.75,632322,NA,NA,,460694.06,650140,332436.37
5-Mar,496890,649200,341999.58,297825.13,384374.16,NA,NA,NA,270616.47,NA,292856.29,243386,NA,268749.63,NA,443496.24,NA,1002232,337500,374999.25,283332.67,666666,610000,634999.46,409615.29,682389.86,473396.7,NA,382633.9,357356,637754.55,285051.64,588798,883823,368282,516826.86,890000,646874.41,730000,724065,265624.69,224999.5,427852.07,604395,312382,NA,NA,213207.28,323333.1,629134,NA,NA,,468070.04,675970,342688.2
5-Apr,510400,659260,338888.5,316999.83,379999.2,NA,NA,NA,270651.76,NA,297825.13,260141,NA,288635.59,NA,451502.93,NA,972058,300000,374999.25,283999.32,656249.38,626000,639705.32,419642.66,697796.57,479084.18,NA,389405.89,369765,655554.93,301798.54,593601,891509,373174,547793.93,921000,624999.5,750000,715000,272367.97,247499.05,442944.36,619869,320031,NA,NA,217307.35,340384.21,649211,NA,NA,,478190.93,697900,354160.1
5-May,522530,665320,334999.65,317045.28,400000,NA,NA,NA,294096.34,NA,316037.58,258359,NA,297825.13,NA,447788.95,NA,970929,340000,393749.06,294735.95,687499.25,635000,641790.48,460344.22,712646.74,470293.41,NA,396899.15,379792,671194.97,301034.47,608301,927499,380817,549418.41,880500,726850.94,735500,750000,276388.36,228124.44,465853,630852,328757,NA,NA,233620.02,340740.33,667131,NA,NA,,490641.61,694910,358579.7
5-Jun,542330,681540,383332.5,324528.06,405882.29,NA,NA,NA,298635.39,NA,344642.41,281777,NA,314705.74,NA,515669.29,NA,1040816,320000,389472.79,326811.33,729165.75,679000,668477.59,489061.61,718650.85,489129.54,NA,413143.12,381993,620000,318874.46,614125,903153,388121,587170.7,895000,729165.75,750500,785000,293999.12,250000,474751.73,645944,340642,NA,NA,256153.72,328571.14,685759,NA,NA,,510166.52,710410,370642.06
5-Jul,539840,678650,373808.79,327884.34,434615.04,NA,NA,NA,295025.28,NA,330768.92,286589,NA,320651.97,NA,541716.86,NA,1006410,364285,411111,325842.44,1000000,695000,695421.75,441666.25,723002.74,483765.4,NA,408901.99,387812,625000,327820.43,616053,894230,406496,573529.12,878000,685810.07,749000,760000,301851.83,268749.63,473999.26,644292,348875,NA,NA,253214.22,338749.61,684035,NA,NA,,508776.62,701680,373775.04
5-Aug,567320,676080,357811.92,339999.6,393749.06,NA,NA,NA,307522.05,NA,323333.1,293323,NA,324999.75,NA,561791.02,NA,994047,312500,378124.22,334809.78,791666.5,689555,669752.41,463234.66,732765.41,527994.68,NA,407614.48,394450,605000,329616.18,616870,866304,407292,578947.05,885000,796874.81,753000,780000,299349.66,258333.17,479555.85,648026,352013,NA,NA,NA,396510.66,688146,NA,NA,,515163.87,702450,373149.12
5-Sep,543510,666730,354761.36,336538.1,406666.6,NA,NA,NA,302132.68,NA,317073,293535,NA,331666.35,NA,608623.1,NA,943313,340000,393749.06,335442.68,400000,679000,695453.76,467441.19,722382.83,500735.29,NA,414224,383921,590000,334093.92,612029,828883,415636,617125.52,862500,642856.57,730000,749975,305851.01,287499.25,474881.88,641288,370103,NA,NA,261016.73,359999.4,682362,NA,NA,,512201.99,685880,377997.96
5-Oct,537930,665100,367856.46,348528.93,429999.7,NA,NA,NA,304292.89,NA,336486.12,284000,NA,293749.13,NA,532586.33,NA,958333,350000,405555.5,344614.94,1062499.75,675000,652272.12,500000,724306.26,495630.11,NA,405780.29,383284,610000,338113.72,601851,891581,403378,619949.02,860000,645348.26,739500,767000,288432.07,277499.45,479320.19,637881,368941,NA,NA,259920.44,352380.43,677777,NA,NA,,504047.1,693880,373762
5-Nov,547870,671490,372221.5,329411.47,459999.4,NA,NA,NA,304347.78,NA,332894.41,293484,NA,330434.48,NA,524509.16,NA,941531,281249,409090.82,328447.99,824999.7,680000,651441.7,452631.05,712873.4,494381.08,NA,419174.12,379928,648500,336872.54,616840,837378,410904,601350.95,850000,689393.18,740000,789500,291537.63,214285.43,483176.74,627349,369824,NA,NA,258333.17,358570.84,677112,NA,NA,,506793.83,696670,378852.81
5-Dec,547400,663480,329545.16,325714.03,476922.31,NA,NA,NA,290867.45,NA,345454.09,291349,NA,342856.71,NA,534442.85,NA,978722,275000,383332.5,318749.81,874999.5,690000,662499.35,479410.97,719619.37,488460.65,NA,411329.47,379012,650000,334699.97,603679,855855,421357,534722.08,824000,741934.52,730000,743500,302830.16,266666.33,480080.5,620752,367715,NA,NA,269711.14,354999.45,675675,NA,NA,,490035.24,685030,374006.61
6-Jan,549460,645600,361537.85,297618.1,489999.1,614020,NA,NA,287902.47,233333,334848.14,277591,231521.11,322222,NA,556046.45,NA,932926,325000,408333.25,334999.65,750000,699000,699217.95,456249.44,723740.42,466847.16,NA,413164.76,372901,640000,338555.17,605603,872596,399253,595832.95,849000,778571.31,740000,741000,313953.35,240624.19,478408.31,650326,363227,NA,NA,264705.59,376469.82,682247,NA,NA,,508781.36,684590,376079.32
6-Feb,534400,663950,318749.81,318749.81,384614.54,614850,NA,NA,289351.06,232142,352082.81,286910,257692.15,314285.57,NA,537773.54,NA,945312,316667,431249.69,342307.27,449999.5,700000,661289.68,473808.79,741135.4,467762.48,NA,416124.5,378674,600000,341273.17,608766,855603,389859,601414.69,850000,770833.25,764000,712000,283107.45,224999.5,472471.19,588190,364676,NA,NA,249304.57,333999.66,684071,NA,NA,,526394.7,683040,378513.95
6-Mar,562130,663640,349999.5,337804.5,404545.41,640450,NA,NA,306936.35,254167,343420.62,290000,268055.19,283822.85,NA,521676.46,NA,1007576,410000,442856.71,305882.29,791666.5,685000,687499.25,476315.03,747819.68,497007.58,NA,424531.27,376006,600000,346599.87,607368,886764,407527,607142.43,875000,724999.1,760000,742565,314925.22,262499.75,476509.3,619897,355696,NA,NA,266817.85,345312.05,678850,NA,NA,,531744.87,700830,386735.35
6-Apr,562820,686820,369230.08,323683.97,427777.5,631360,NA,NA,298517.55,243749,321874.78,281000,238749.23,344736.39,NA,526407.29,NA,985074,350000,397057.85,327659.3,781249.88,679000,696807.72,466666,749124.88,477221.45,NA,415180.11,374356,632500,349465.7,601067,907966,408951,603722.99,885000,798386.9,770000,743000,294443.56,221874.56,483592.91,639217,361132,326923,NA,245338.08,329999.7,681188,NA,265000,,527133.4,717010,383507.65
6-May,563860,682690,412499.88,327631.3,354999.45,652050,NA,NA,297057.88,291666,339188.8,293000,242044.61,297726.32,NA,503126.58,NA,954999,400000,429999.7,329166.38,791666.5,685000,661457.69,453845.62,746767.72,480112.84,NA,425141.53,381921,635000,345881.89,622378,928191,414383,572368.13,900000,706729.94,795000,752500,309835.97,237499.25,479860.31,645555,359195,300000,NA,261585.13,367240.71,688443,NA,310000,,528347.08,724420,384732.59
6-Jun,575850,685580,357142.29,357777.2,423333.1,671320,NA,NA,313505.61,291666,321428.36,299925,260714.07,348332.85,NA,558068.53,NA,1052778,300000,416666.5,324358.73,500000,685000,691488.6,476086.2,749696.7,478076.14,NA,431713.03,384244,623950,347955.5,615632,900442,426829,614582.88,925000,858870.53,813000,762000,308620.6,250000,492799.07,638319,359274,319117,NA,262744.84,398274.88,707686,NA,256250,,537499.85,735410,389377.94
6-Jul,567860,677310,362499.38,336841.74,412499.88,657420,NA,NA,297840.77,212500,326785.45,295000,266666.33,334615.04,NA,576556.91,NA,950892,400000,428571.14,325925.67,624999.5,659000,710226.43,452777.25,731385.69,487244.03,NA,421805.95,377765,584900,348462.63,611997,899725,408943,578845.84,865500,681817.45,800000,772500,302777.75,274999.5,480951.57,633426,357575,294564,NA,256499.87,347058.35,705257,NA,307143,,537340.54,729440,385349.77
6-Aug,577300,673460,367646.38,317021.11,395453.59,643320,NA,NA,292856.29,239285,299037.48,285000,263235.03,319999.8,NA,582953.39,NA,967187,412500,392856.21,266666.33,624999.5,665000,729165.75,411363.52,727181.63,467326.06,NA,426625.75,378177,599900,350287.96,598580,861111,395613,603722.99,850000,825520.53,765750,765000,292441.01,262499.75,469202.21,612222,356599,297413,NA,252314.77,397726.3,710906,NA,277083,,532782.62,709550,388312.59
6-Sep,557150,659110,349999.5,344594.15,359374.41,620700,NA,NA,290673.79,234999,321666.45,298761,243268.37,289999.2,NA,625043.19,NA,926339,366666,442307.27,309999.9,624999.5,679000,651595.14,454999.45,721582.1,454347.28,NA,422759.21,369404,574500,343121.84,593905,864361,404054,577956.68,829000,671874.31,769105,748250,305454.49,266666.33,472684.46,617268,364937,285416,NA,250000,368181.14,686728,NA,260714,,530233.2,694130,382552.37
6-Oct,552020,658650,387499.13,320512.62,386362.77,605630,NA,NA,288167.18,200000,339999.6,276000,235936.78,281578.32,NA,562802.47,NA,958333,350000,434999.65,294999.1,750000,659000,664061.84,428124.72,708691.69,451189.96,NA,408086.17,366945,592500,342547.65,574527,876524,400649,568965.24,850000,840115.92,775000,756000,281110.49,240383.81,478999.21,585691,359828,304167,NA,242691.45,359090.32,671328,NA,253125,,529130.17,698510,377404.63
6-Nov,555280,643840,363635.73,297999.04,389999.1,632100,NA,NA,282236.2,260714,298808.55,279900,256944.31,315624.84,NA,556528.48,NA,941964,350000,440908.68,316666.5,750000,660000,679347.11,454761.36,720942.95,456666.1,NA,413808,365118,570000,345735.98,578125,872058,392721,546428.39,878000,565217.13,769999,717000,283783.11,237499.25,465624.34,615517,361436,282999,NA,236249.28,341666.25,663762,NA,250000,,540172.25,698770,380745.64
6-Dec,569560,659040,324999.75,307407.33,360713.68,602650,NA,NA,283870.29,275000,330487.5,280500,254166.58,289582.54,NA,585446.83,NA,934090,450000,434999.65,287499.25,624999.5,656000,619185.57,464999.35,714819.5,441378.9,NA,427333.06,363170,599900,335612.18,585974,849719,398794,554924.02,829000,679347.11,735000,710500,287194.38,265624.69,457953.97,614884,364204,277272,NA,252717.34,332608.37,670833,NA,247058,,535144.79,685720,384246.61
7-Jan,551220,651220,327777.5,292104.42,361110.5,624340,NA,NA,289999.2,275000,320833.13,276000,236362.91,274999.5,NA,555712.87,NA,987499,300000,442856.71,282691.65,750000,664000,654166.05,455555,709692.06,440195.68,NA,406404.89,359911,595000,343873.08,581775,834183,377118,603364.97,850000,789772.57,738000,705000,267307.35,224999.5,462962.33,584635,354545,283333,NA,236804.82,326666.4,664402,NA,225000,,521545.23,683400,378738.71
7-Feb,554280,655090,333333,317187.33,489999.1,634520,NA,NA,286206.17,312500,315999.84,282000,253571.36,303846.12,NA,534759.24,NA,963414,425000,391665.75,280999.38,874999.5,650000,685184.44,415384.46,723815.13,454838.16,NA,422694.81,374109,591500,322065.51,593685,888297,384615,574073.78,860000,794642.68,788000,720000,289284.93,235713.57,446490.76,589285,355555,277499,NA,233783.11,342856.71,680692,NA,279999,,541004.8,703120,382167.01
7-Mar,582930,684310,334374.66,326922.81,349999.5,649460,NA,NA,280813.34,233333,334999.65,278500,253124.94,337499.63,NA,552287.38,NA,1015625,325000,493749.06,267499.65,750000,664500,705881.53,428571.14,730381.02,461593.59,NA,423302.24,362999,595000,332978.39,605946,902083,380611,567072.9,912500,852563.69,829000,758000,299443.46,264285.43,446834.97,590764,341851,298332,NA,243332.47,329629.33,672548,NA,257692,,568527.64,725650,384365.55
7-Apr,594110,692900,349999.5,322916.44,387499.13,669980,NA,NA,286339.48,218750,319999.8,275000,254166.58,295832.42,NA,563329.81,NA,1115853,330000,391665.75,276922.54,824999.7,760000,722221.33,457691.73,763840.78,461999.38,NA,419230.58,361882,589975,339451.08,610973,926369,380603,606418.49,975000,755681.8,865000,776250,286733.96,250000,448506.98,608739,344480,293749,NA,241665.83,358620.1,691706,NA,260714,,574386.85,777360,383709.96
7-May,594530,709420,366666,297915.71,396427.61,698420,NA,NA,293153.9,233333,307812.42,272009,243749.13,324999.75,NA,544858.07,NA,1032895,362499,434999.65,273213.82,1124999.5,695000,659090.27,471153.13,740400.06,445976.55,NA,424242.18,356104,627500,340315.8,612369,972014,363982,584876.2,950000,874999.5,855000,779000,281394.72,257142.71,458695.07,616438,351041,283035,NA,253333.27,352499.48,699481,NA,262500,,578705.32,789250,385426.28
7-Jun,591280,694780,364285.07,326249.74,369999.3,683200,NA,NA,279901.36,250000,331249.69,285000,239705.09,271153.42,NA,591741.31,NA,1149390,350000,516666.6,284999.3,708332.5,719000,696427.79,439999.6,775423.63,455881.79,NA,416083.76,351617,627500,328468.61,619181,950703,370939,617256.17,990000,814814.56,865000,761000,276595.21,253124.94,438571.04,629058,344520,278999,NA,231537.83,359999.4,692731,NA,252778,,576317.64,784310,382276.57
7-Jul,587560,696330,314285.57,323683.97,331817.86,685650,NA,NA,286493.52,300000,329999.7,273000,232811.84,286537.73,NA,610196.05,NA,984154,350000,553571.21,285713.57,449999.5,685000,704544.64,434210.18,740195.12,451973.16,NA,402222.2,346217,532000,310512.72,601731,935897,371559,596518.6,1002000,878124.49,852500,777500,290276.97,271874.56,446824.93,596456,336324,291666,NA,238724.72,357691.73,682926,NA,235714,,572567.58,779210,368435.07
7-Aug,588670,703180,333333,293547.52,379165.88,649860,NA,NA,271066.99,241666,312962.83,270000,231666.03,243749.13,NA,618652.28,NA,1064285,474999,431249.69,250000,583333,777000,673386.4,389654.28,740540.96,431060.3,NA,402040.8,332509,560000,311961.6,595070,943548,352475,602082.93,945000,805555.33,850000,780000,264102.28,207142.71,417346.77,597826,326259,274166,NA,235936.78,339130.04,669871,NA,244999,,560203.09,757560,367805.08
7-Sep,535760,662560,294999.1,294229.88,342856.71,600960,NA,NA,271773.76,225000,340384.21,260000,233927.89,280554.94,NA,625811.6,NA,1019231,350000,380768.42,241175.65,750000,672950,572368.13,437499.63,714886.78,426612.64,NA,381867.31,325550,525000,287499.25,560844,891826,NA,533333.2,908717,721152.96,845000,702500,264422.79,224999.5,407692.23,580592,NA,276666,NA,228722.83,340624.59,681817,NA,237499,,517187.43,724070,349628.22
7-Oct,501730,658420,324999.75,288749.23,370832.63,569890,NA,NA,257246.23,200000,308695.57,254500,213888.61,234999.3,NA,518300.09,NA,1023809,383333,449999.5,241175.65,500000,620000,640624.44,424999.75,699012.36,410483.77,NA,361872.29,309362,450000,284847.79,539062,913043,NA,584301.99,1020000,786764.56,865000,732500,255263.05,209090.73,379628.83,527397,NA,267187,193332.67,231249.38,326315.53,650568,NA,231818,,476962.58,738870,336130.17
7-Nov,490511,659550,331817.86,296874.06,346153.38,530900,NA,NA,249602.18,200000,302173.89,247450,229411.18,232499.35,NA,483778.38,NA,1039773,350000,400000,241249.18,1000000,590000,618749.53,434615.04,695311.72,381175.66,NA,347856.66,299237,417000,298234.33,535776,953124,NA,462856.51,900000,742186.53,850500,727500,257142.71,245832.42,371428,503846,NA,243749,237499.25,219736.45,308333.25,623511,NA,231249,,465980.54,721430,329175.65
7-Dec,480820,616220,283332.67,297057.88,364999.35,491180,NA,NA,264178.82,300000,307692.23,240000,229999.4,247221.28,NA,505576.94,NA,951922,300000,369999.3,224999.5,624999.5,584500,557692.08,407692.23,656441.09,375280.15,NA,345597.03,285139,417000,258437.33,495497,856770,NA,534374.86,875000,493749.06,797000,729000,248570.46,254999.9,372656,477083,NA,232692,244999.1,211029.19,294999.1,604729,NA,215384,,455071.91,667380,318779.72
8-Jan,427200,561360,259374.81,303124.97,291665.83,476610,NA,NA,239284.93,194999,291665.83,230000,222916.21,217856.79,NA,464334.9,247726.32,1062500,300000,406249.94,220312.09,708332.5,505000,500000,395453.59,630655.59,363767.48,NA,320158.53,258230,411000,257646.91,482417,921296,NA,556451.39,875000,508928.54,750000,606000,239999.2,200000,321428,510870,NA,242187,189999.5,193528.74,314999.85,590384,NA,223529,,411997.37,627390,298497.26
8-Feb,418260,556300,289999.2,271874.56,357142.29,432890,NA,NA,242956.89,225000,317499.83,235000,209999.8,214999.7,NA,442891.89,274999.5,964285,562500,294999.1,200000,583333,500000,569444.17,384999.15,621982.27,360848.45,NA,315051.75,258680,370000,233404.5,450707,879032,NA,496152.88,910950,515624.94,780000,685000,263333.07,189999.5,338793,447435,NA,235526,189999.5,210344.62,264999.7,520270,NA,227083,,417616.4,623310,286436.52
