Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,LA Metro,Inland Empire,SF Bay Area,
Oct-97,189283,239244,NA,115651.39,NA,NA,NA,NA,97832.55,NA,116520.91,85303,NA,80833.25,NA,178859.96,NA,395521,NA,134165.96,93333,NA,272058,177646.18,NA,229978.49,169332.87,NA,127316.88,114000,NA,110865,186060,293283,99411,182173.8,377458,274414.41,330678,264285,101666.58,100000,138643.14,194444,116406,NA,NA,NA,NA,220112,NA,NA,,178015.47,278682.46,NA
Nov-97,190763,239999,NA,113157.24,NA,NA,NA,NA,104117.44,NA,124166.46,89374,NA,85713.71,NA,167706.78,NA,378905,NA,132856.5,79284.79,NA,247825,199165.71,NA,235443.55,160000,NA,131273.02,116500,NA,113496,189694,314286,96499,192777.14,393670,296299.07,329108,273571,106470.26,106666.33,143076.77,190816,114318,NA,NA,NA,NA,217753,NA,NA,,176174.85,283094.08,NA
Dec-97,186555,234375,NA,117599.12,NA,NA,NA,NA,104576.04,NA,123333.17,88620,NA,94999.5,NA,180722.49,NA,384677,NA,129999.5,89443.5,NA,230263,211363.41,NA,238971.57,174332.62,NA,121690.15,115000,NA,111300,191818,335294,99666,191764.12,401974,225222.82,341365,273025,103124.84,81249.88,137718.41,190192,110702,NA,NA,NA,NA,225741,NA,NA,,173601.41,276104.87,NA
Jan-98,188094,229687,NA,111249.44,NA,NA,NA,NA,98157.08,NA,110832.79,86590,NA,77499.25,NA,176260.74,NA,371621,NA,128571,100000,NA,248332,210714.07,NA,230398.84,154999.25,NA,121908.12,114745,NA,94850.72,191603,302586,124500,188571,406863,257719.49,326666,282143,106666.33,109999.5,133508.1,206818,119090,NA,NA,NA,NA,219186,NA,NA,,170362.24,279463.7,105798.68
Feb-98,183898,234772,NA,109332.87,NA,NA,NA,NA,95454,NA,112499.38,86428,NA,87499.25,NA,169042.75,NA,387777,NA,140000,92856.86,NA,242499,216071.11,NA,231475.39,164166.46,NA,129528.95,113000,NA,93663.85,185564,304167,122353,175554.78,397580,284234.94,322988,283871,114814.07,90000,137499.13,199696,109464,NA,NA,NA,NA,229303,NA,NA,,178783.94,280105.03,113203.31
Mar-98,193909,239595,NA,113076.27,NA,NA,NA,NA,97878,NA,112726.64,91923,NA,93571.07,NA,167343.4,NA,405769,NA,132999.35,89544.5,NA,247825,209999.8,NA,242669.03,165937.2,NA,127574.71,118250,NA,98608.78,198300,306849,120263,178999.05,414084,232340.04,351158,287500,109309.88,94999.5,147272.36,201136,114246,NA,NA,NA,NA,224831,NA,NA,,180514.07,290126.01,113316.02
Apr-98,198252,259606,NA,118124.09,NA,NA,NA,NA,95780.67,NA,113332.67,84843,NA,112499.38,NA,171035.45,NA,429166,NA,147999.6,100000,NA,248484,207352.79,NA,245336.16,172666.03,NA,123633.81,125000,NA,97813.24,209580,348765,119031,171350.78,432857,259103.62,371575,290555,110713.75,180000,139304.59,202631,120132,NA,NA,NA,NA,225497,NA,NA,,181693.47,297472.66,111864.97
May-98,202956,255440,NA,119695.98,NA,NA,NA,NA,99704.91,NA,112691.67,93500,NA,85999.4,NA,167066.73,NA,425000,NA,129999.5,103845.96,NA,260294,213636.09,NA,263221.16,169999.5,NA,135222.85,129025,NA,96230.38,206332,358426,115509,180000,424038,200003.55,378548,309091,107272.36,250000,147499.63,218499,118110,NA,NA,NA,NA,239226,NA,NA,,188067.72,307755.87,116049.97
Jun-98,209003,267806,NA,121904.67,NA,NA,NA,NA,100000,NA,119284.75,95199,NA,89284.79,NA,194119.74,NA,429411,NA,131428,97856.36,NA,245624,209523.62,NA,266928.51,181999.9,NA,125352.27,125652,NA,115881.87,214320,331034,131594,185999.7,449504,234296.64,383870,305195,117199.14,163333.17,157499.13,227614,111318,NA,NA,NA,NA,232552,NA,NA,,193071.92,316038.44,124313.59
Jul-98,210831,267601,NA,123599.82,NA,NA,NA,NA,100135.13,NA,120999.95,90652,NA,97499.25,NA,200748.53,NA,458181,NA,137142,93571.07,NA,256034,222726.82,NA,264941.88,178399.08,NA,134727.54,126750,NA,126415.03,215598,356521,131636,186969.35,451428,288564.13,380781,316667,111891.3,97499.25,153605.88,225000,118811,NA,NA,NA,NA,241184,NA,NA,,193527.77,315554.36,132658.82
Aug-98,207780,263517,NA,119392.97,NA,NA,NA,NA,101076.87,NA,120588.21,95862,NA,92499.75,NA,200734.81,NA,422093,NA,153332.67,107499.63,NA,254839,142999.85,NA,272196.86,186828.93,NA,129311.3,126000,NA,119770.17,220553,341145,134102,192702.07,425000,281850.75,373300,319718,114544.73,189999.5,146808.17,224205,116627,NA,NA,NA,NA,242788,NA,NA,,190874.69,304948.93,126842.08
Sep-98,202138,257258,NA,124545.23,NA,NA,NA,NA,99031.35,NA,113029.65,88999,NA,105555.28,NA,210535.85,NA,456818,NA,NA,90555.5,NA,256250,228570.86,NA,263871.29,177221.36,NA,131599.61,125285,NA,117878.35,209524,339423,133599,197574.88,427472,266115.35,366547,319286,113528.74,84999.5,149629.15,221897,118332,NA,NA,NA,NA,239124,NA,NA,,184156.22,305275.18,127495.33
Oct-98,194961,261234,NA,122068.86,NA,NA,NA,NA,98332.5,NA,125499.73,89633,NA,97499.25,NA,187040,NA,436904,NA,137999.1,96874.31,NA,251852,218999.62,NA,258001.18,177499.13,NA,131163.55,127340,NA,121757.61,208093,335344,129183,193749.31,400602,221587.83,356985,297092,118399.08,120000,150666.13,220057,112404,NA,NA,NA,NA,231290,NA,NA,,182127.47,301648.34,127508.14
Nov-98,197058,253846,NA,120689.62,NA,NA,NA,NA,100461.52,NA,132221.61,94000,NA,108999.55,NA,181936.56,NA,438571,NA,149999.5,103333.17,NA,275000,214285.43,NA,258526.26,177930.14,NA,131689.81,116135,NA,115766.55,206407,355101,127560,191817.59,410000,260347.1,354498,302041,109999.5,106666.33,156550.9,225231,117115,NA,NA,NA,NA,231530,NA,NA,,184832.59,301192.8,123424.14
Dec-98,198121,253846,NA,121499.93,NA,NA,NA,NA,102207.68,NA,119309.38,87567,NA,98332.5,NA,192491.37,NA,417442,NA,138749.06,98332.5,NA,234459,218181.45,NA,266549.93,180606.03,NA,120999.62,135137,NA,116590.11,212237,349561,127291,182962.81,417895,222319.45,369969,297595,116409.44,74999.5,146785.38,222876,114039,NA,NA,NA,NA,231601,NA,NA,,178722.81,308413.25,120424.06
Jan-99,202201,248195,NA,110499.48,NA,NA,NA,NA,92045.25,NA,124374.78,99285,NA,98999.1,NA,185547.1,NA,445000,NA,144285.5,94285.29,NA,304500,218749.63,NA,255424.42,189199.54,NA,127189.39,120000,259374.81,112137.68,219323,344303,124600,189999.5,425000,304336.34,350000,304000,107332.97,109999.5,146399.68,224350,115226,NA,NA,NA,NA,241192,NA,NA,,177801.68,307986.03,118593.28
Feb-99,197870,245121,NA,125555.28,NA,NA,NA,NA,97199.28,NA,117999.1,88275,NA,94999.5,NA,184902.7,NA,469999,NA,180999.95,90000,NA,235000,212499.75,NA,260759.28,183448.1,NA,123455.79,125298,232499.35,115111.64,208298,340833,131458,202702.65,450000,219434.79,353000,338500,103599.82,120000,150363.12,232187,98213,NA,NA,NA,NA,243616,NA,NA,,186701.94,307461.57,122471.88
Mar-99,212330,272404,NA,124073.87,NA,NA,NA,NA,96590.25,NA,126666.33,86612,NA,107777.39,NA,181409.27,NA,467441,NA,137499.13,100000,NA,261000,233822.85,NA,273730.49,199332.37,NA,132575.67,129393,261666.43,115726.42,221069,372825,137845,196561.67,453750,300254.63,383750,330000,118332.42,100000,150404.89,235747,118332,NA,NA,NA,NA,249218,NA,NA,,191647.5,336141.64,126775.25
Apr-99,216490,290334,NA,126428.25,NA,NA,NA,NA,105714,NA,107999.6,88054,NA,108332.92,NA,189527.71,NA,526562,NA,143333.17,97915.88,NA,270000,246152.92,NA,270012.55,184999.75,NA,135943.13,131576,252499.95,114557.34,224781,382473,141400,218032.43,476500,305044.3,394875,342000,114499.28,129999.5,161249.94,244642,118979,NA,NA,NA,NA,255597,NA,NA,,197714.78,345251.41,128194.37
May-99,220410,301751,NA,121111.06,NA,NA,NA,NA,104117.44,NA,118619.76,89890,NA,96153.23,NA,184558.08,NA,553571,NA,147999.6,104073.87,NA,267500,235713.57,NA,275250.75,185384.35,NA,132275.42,131370,244826.69,122622.55,229222,387999,127907,206481.35,490000,250588.24,395000,349000,111052.08,106666.33,159057.87,249144,119056,NA,NA,NA,NA,260952,NA,NA,,198501.44,352499.48,130302.82
Jun-99,224678,313474,NA,128749.56,NA,NA,NA,NA,105714,NA,124210.32,93166,NA,107777.39,NA,204440.69,NA,532738,NA,131249.44,107856.75,NA,269750,251315.76,NA,282647.75,201351.32,NA,138817.31,132135,282811.84,119324.98,237415,431579,131500,227726.72,510000,273775.46,410000,362500,119309.38,126666.33,165692.02,260126,119108,NA,NA,NA,NA,241453,NA,NA,,201302.39,367105.53,131911.51
Jul-99,220529,313182,NA,125237.83,NA,NA,NA,NA,100642.17,NA,130332.82,93103,NA,110999.45,NA,206164.62,NA,544753,NA,157499.13,111666.08,NA,329000,300000,NA,279442.38,200632.9,NA,148391.78,131367,268332.97,120712.83,233595,410145,137187,210886.88,500000,273552.4,409000,353000,113589.06,106249.69,160892.81,256183,121770,NA,NA,NA,NA,268309,NA,NA,,198278.74,363406.19,135548.07
Aug-99,224195,313481,NA,120645.13,NA,NA,NA,NA,99238.21,NA,121304.28,89761,NA,117057.97,NA,205611.05,NA,545454,NA,161999.9,99443.5,NA,288000,248483.88,NA,283227.18,193999.3,NA,144127.7,133231,253124.94,118066.08,243508,398112,137423,228408.52,479900,227250.43,415000,366950,113957.64,127142.5,161285.65,259091,123936,NA,NA,NA,NA,275403,NA,NA,,198462.92,359376.81,133751.84
Sep-99,218713,285163,NA,123809.33,NA,NA,NA,NA,99544.5,NA,131363.07,88499,NA,112499.38,NA,220873.29,NA,491509,NA,137999.1,101818.09,NA,314500,269230.38,NA,280881.74,193408.42,NA,146454.7,135975,270312.09,120002.65,238531,396874,132571,217552.84,460000,337509.61,411500,376000,114116.94,108749.56,160937.45,260277,122564,NA,NA,NA,NA,258125,NA,NA,,195942.08,352872.14,136536.01
Oct-99,215822,312879,NA,133870.27,NA,NA,NA,NA,97142.14,NA,120499.98,81500,NA,110666.13,NA,191883.64,NA,544520,NA,149999.5,112499.38,NA,337000,259999.8,NA,276405.72,197036.19,NA,142367.95,131481,277380.4,115787.55,234933,387984,139031,235554.84,479000,296927.31,395000,346625,117776.89,106666.33,163461.37,255000,117864,NA,NA,NA,NA,264695,NA,NA,,191549.03,358007.39,129691.01
Nov-99,218537,302842,NA,127332.97,NA,NA,NA,NA,100000,NA,131999.4,87618,NA,113332.67,NA,188348.31,NA,531780,NA,162499.88,102727.14,NA,320000,281817.55,NA,284027.1,201811.56,NA,146714.79,134438,273999.52,115724.06,236538,426530,144286,219317.8,463500,347129.12,416450,350000,112940.53,100000,167817.79,265882,125312,NA,NA,NA,NA,253883,NA,NA,,195467.4,354235.61,132032.77
Dec-99,225264,292804,NA,126071.13,NA,NA,NA,NA,100735.26,NA,124761.67,81818,NA,112307.08,NA,197781.5,NA,571428,NA,142857,112499.38,NA,278000,289999.2,NA,284859.55,209615.19,NA,136326.43,132652,270454.14,113923.06,238765,434091,137842,217307.35,488000,341300.93,425000,375000,110322.06,100000,162452.71,262353,122463,NA,NA,NA,NA,266193,NA,NA,,189285.56,357885.33,126939.58
Jan-00,226870,323795,NA,120000,NA,NA,NA,NA,104999.75,NA,112380.33,94565,NA,94999.5,NA,200054.81,NA,595588,NA,152499.38,98888,NA,320000,270832.92,NA,290673.79,197726.39,NA,147297.54,132317,335713.93,117881.3,251212,420213,139729,232499.35,534500,395214.79,435000,370000,112307.08,104999.75,167560.6,270652,116140,NA,NA,NA,NA,273958,NA,NA,,196183.41,377046.01,132471.28
Feb-00,227155,327747,NA,113076.27,NA,NA,NA,NA,91874.81,NA,127199.64,83125,NA,136665.83,NA,194813.51,NA,645220,NA,141999.9,106249.69,NA,355000,269999.6,NA,297649.42,199284.75,NA,152576.85,129354,300000,108999.56,245914,458999,147179,239284.93,533000,373958.9,463250,415000,116450.79,133332.67,171332.77,279591,121000,NA,NA,NA,NA,270723,NA,NA,,203045.24,388191.73,133577.03
Mar-00,233138,348034,NA,129654.69,NA,NA,NA,NA,95945.35,NA,124642.63,93600,NA,117691.42,NA,190354.06,NA,644480,NA,166999.65,104166.46,NA,363750,297057.88,NA,302709.76,215947.96,NA,146922.08,135284,294696.08,113346.12,256985,482786,147058,246077.51,624444,348121.69,522000,437000,116249.19,100000,184418.38,284473,122250,NA,NA,NA,NA,287029,NA,NA,,208919.83,422563.19,132415.96
Apr-00,237057,371064,NA,124399.78,NA,NA,NA,NA,101142.8,NA,122999.85,88928,NA,118887.94,NA,197372.01,NA,634656,NA,181999.9,98999.1,NA,375000,284374.31,NA,317235.02,228076.36,NA,144393.52,138234,315384.46,117488.07,260625,538732,156326,257142.71,650000,307144.39,555444,425000,117142,108571,180545.43,292696,124800,NA,NA,NA,NA,304819,NA,NA,,214817.24,445103,133344.27
May-00,240467,369383,NA,130666.13,NA,NA,NA,NA,103780.3,NA,129199.54,76533,NA,117691.42,NA,184575.69,NA,675403,NA,152499.38,96666,NA,340000,317741.76,NA,324187.79,224450.06,NA,158249.02,142407,359999.4,115625.96,276651,549157,151922,240177.77,650000,333899.79,528000,462500,113054.9,91249.88,191128.48,318981,129638,NA,NA,NA,NA,288775,NA,NA,,212702.56,444899.9,138992.07
Jun-00,243102,391288,NA,133332.67,NA,NA,NA,NA,105624.72,NA,121428.5,88461,NA,121052.58,NA,218166.23,NA,638297,NA,173999.3,107499.63,NA,330000,297221.28,NA,323648.41,219932.03,NA,154360.4,145424,348570.94,118078.44,271920,576823,157803,249656.54,575000,329346.49,540000,420000,123437.33,109999.5,195150.76,338194,133129,NA,NA,NA,NA,322514,NA,NA,,222597.53,450784.83,139775.86
Jul-00,242097,372433,NA,140952.33,NA,NA,NA,NA,98584.05,NA,133570.75,93414,NA,124999.75,NA,224681.34,NA,647727,NA,171666.08,113076.27,NA,350000,298332.37,NA,318267.04,219256.37,NA,155635.65,149116,336110.75,117820.52,271755,489024,163000,252325.53,595000,261261.03,545000,475500,118332.42,98332.5,196490.4,318333,134361,NA,NA,NA,NA,297540,NA,NA,,217131.41,442082.4,138741.46
Aug-00,254686,359120,NA,138332.42,NA,NA,NA,NA,111133.46,NA,136427.75,92894,NA,128181.41,NA,233350.66,NA,632978,NA,165714,113999.3,NA,309000,295832.42,NA,324695.41,227221.68,NA,162583.71,149339,373808.79,121522.36,276982,523196,158607,269607.45,602000,333442.38,520000,454500,125714,96666,203305.72,328214,140602,NA,NA,NA,NA,297395,NA,NA,,223884.94,440086.64,142146.69
Sep-00,246533,361250,NA,136537.63,NA,NA,NA,NA,108168.61,NA,132916.02,94242,NA,140000,NA,245859.94,NA,626811,NA,177499.13,110832.79,NA,324000,334090.57,NA,326737.18,223275.4,NA,163774.33,149967,344999.55,124740.79,268363,479729,171922,279786.64,586000,252066.04,500000,466500,116729.93,116665.83,202083.29,344444,137078,NA,NA,NA,NA,297088,NA,NA,,219172.72,431832.14,145214.46
Oct-00,251217,393343,NA,148181.41,NA,NA,NA,NA,118643.14,NA,136450.79,93571,NA,123571.25,NA,216144.6,NA,638157,NA,184999.75,125262.89,NA,382000,314814.67,NA,321810.48,231848.68,NA,162780.21,149878,379165.88,127600.02,279058,513095,168792,279166.08,620000,249285.77,526950,457000,124374.78,111999.4,208863.46,334252,138782,NA,NA,NA,NA,303395,NA,NA,,216527.49,447458.88,145134.94
Nov-00,250662,406364,NA,136249.19,NA,NA,NA,NA,104531.02,NA,139165.71,88139,NA,131052.08,NA,213118.97,NA,660156,NA,147499.63,109999.5,NA,340000,322916.44,NA,316773.34,237856.39,NA,170758.15,152972,355555,121206.29,280492,558219,184047,265555.24,585000,420560.66,548250,450000,123636.18,147999.6,208219.01,347345,141549,NA,NA,NA,NA,293370,NA,NA,,219776.01,464236.26,145253.41
Dec-00,248354,410952,NA,148094.83,NA,NA,NA,NA,106202.22,NA,133635.68,90694,NA,134999.25,NA,221339.91,NA,658653,NA,167499.63,121666.58,NA,366500,300000,NA,322046.19,235832.62,NA,162606.6,149827,365713.63,118964.5,278906,551948,172727,268381.99,625000,298638.69,535000,477000,121428.5,120000,208853.99,335416,146718,NA,NA,NA,NA,298450,NA,NA,,214422.04,452395.85,141016.97
1-Jan,244112,391303,NA,142222.11,188571,NA,NA,NA,101199.94,NA,137332.47,85952,NA,114443.72,NA,213795.57,NA,662878,NA,180000,123749.81,NA,352000,335293.76,229166.08,326470.32,241802.44,NA,155660.24,152052,365516.59,113862.8,282176,564453,185135,280624.39,649950,379052.08,574000,467880,122285.6,92499.75,211956.28,339473,140968,NA,NA,NA,NA,289285,NA,NA,,214430.74,453991.48,134285.72
1-Feb,241693,400962,NA,142307.58,197499.13,NA,NA,NA,102908.95,NA,139089.95,96499,NA,137142,NA,213683.72,NA,668749,NA,154999.25,131999.4,NA,358950,301923.06,220237.69,328903.82,241665.83,NA,161845.6,163600,377499.23,118118.33,285922,573529,187575,294374.11,671000,360603.35,552000,480000,122499.88,109999.5,223287.21,375268,149677,NA,NA,NA,NA,289499,NA,NA,,221302.89,466938.11,141638.52
1-Mar,257548,421542,NA,149166.21,176665.83,NA,NA,NA,112257.45,NA,134499.28,95238,NA,132499.38,NA,216503.65,NA,662499,NA,175999.2,122142.75,NA,335000,314999.85,238888.11,346730,255384.51,NA,164951.07,166875,361764.09,127226.03,285534,581395,189354,286922.34,612500,357942.73,565000,499000,132618.42,92499.75,229278.69,361654,155692,NA,NA,NA,NA,299050,NA,NA,,230830.79,473912.3,145361.57
1-Apr,255310,426373,NA,141578.87,183333.17,NA,NA,NA,117499.13,NA,142857,101875,NA,140000,NA,213627.77,NA,726851,NA,197499.13,127142.5,NA,340000,325999.74,262499.75,348413.54,263020.57,NA,171052.36,172235,367390.63,127434,300938,593160,197948,278377.81,595000,384062,525500,530000,131332.77,98332.5,240089.29,347014,154999,NA,NA,NA,NA,300641,NA,NA,,229638.29,463206.92,152497.68
1-May,255857,394444,NA,149599.52,187499.63,NA,NA,NA,116978.32,NA,135277.01,99305,NA,147691.92,NA,212273.53,NA,671874,NA,204999.9,121428.5,NA,352500,355262.61,242423.39,355042.68,243180.95,NA,179846.59,172235,379410.97,130446.43,293312,557243,186666,274999.5,589000,300760.8,532000,505000,134892.87,140000,235687.69,361458,160000,NA,NA,NA,NA,317677,NA,NA,,234764.66,461368.73,158168.74
1-Jun,267412,405389,NA,153635.68,187999.6,NA,NA,NA,117639.57,NA,140454.52,99599,NA,138665.73,NA,244664.43,NA,685810,NA,252272.68,141999.9,NA,340000,329031.97,266176.15,355251.55,257421.73,NA,184445.92,179270,355262.61,133956.42,301185,555435,196481,299527.31,584500,346394.71,547500,473500,131399.43,129999.5,240583.6,362654,165294,NA,NA,NA,NA,323770,NA,NA,,243526.23,473138.8,162103.11
1-Jul,267517,404872,NA,154374.28,252499.95,NA,NA,NA,126752.91,NA,151332.77,102763,NA,135832.54,NA,252019.96,NA,687499,NA,233332.67,131428,NA,375000,304761.86,256249.88,359109.88,243975.02,NA,178279.43,177017,365383.96,134592.98,308696,556930,188571,298436.53,591000,441565.8,525000,522500,135453.77,124999.75,244159.7,366399,167470,NA,NA,NA,NA,338554,NA,NA,,243692.8,468330.76,159341.26
1-Aug,282421,408836,NA,153102.79,184999.75,NA,NA,NA,122715.91,NA,142083.23,110515,NA,151666.08,NA,254947.11,NA,682064,NA,213888.61,139229.81,NA,350000,342646.63,263970.31,367694.54,270832.92,NA,181035.39,177911,349999.5,132460.87,313389,536765,199244,284820.73,575000,417598.58,510000,472500,132406.79,125555.28,245128.97,351874,163708,NA,NA,NA,NA,343049,NA,NA,,245718.39,462572.76,160652.43
1-Sep,275624,385210,NA,158635.43,175999.2,NA,NA,NA,129866.17,NA,145714,101884,NA,134999.25,NA,276206.13,NA,672101,NA,182499.88,132940.53,NA,380000,384090.07,262837.58,356230.44,260184.98,NA,195096.93,174398,388094.36,131103.66,314646,519578,190399,302419.33,571000,302479.3,500000,470000,135150.76,100000,244564.33,356164,169833,NA,NA,NA,NA,343662,NA,NA,,249426.99,449405.05,166653.34
1-Oct,263020,388753,NA,149374.53,196665.83,NA,NA,NA,124626.63,NA,145714,105901,NA,138887.94,NA,244995.15,NA,639344,NA,227082.79,138822.59,NA,345000,324999.75,239422.29,356687.85,255208.23,NA,178825.2,175513,369999.3,133784.82,294246,515060,194249,295832.42,582000,317977.74,480000,475000,134826.84,132307.08,237194.38,356818,170123,NA,NA,NA,NA,329444,NA,NA,,237772.96,441176.06,157460.97
1-Nov,270210,389887,NA,154799.26,188571,NA,NA,NA,130689.12,NA,154544.73,101786,NA,147777.39,NA,239008.32,NA,648333,NA,169999.5,149374.53,NA,350000,371427.86,257894.58,356335.05,262221.98,NA,187219.81,177342,358695.07,138922.32,298057,550324,200806,309574.37,569500,310679.86,498800,490000,136570.6,129999.5,233513.82,355468,164545,NA,NA,NA,NA,341562,NA,NA,,243376.32,452262.85,162736.49
1-Dec,281332,394957,NA,152630.95,187999.6,NA,NA,NA,128629.71,NA,141874.91,105438,NA,132999.35,NA,255190.6,NA,665254,NA,197999.1,117856.25,NA,350000,337930.66,255882.24,360835.57,259913.59,NA,183626.67,178283,342104.84,137889.45,311835,536765,200943,305813.9,574950,336700.1,495000,470000,140499.98,123333.17,243180.95,349248,165652,NA,NA,NA,NA,317836,NA,NA,,244760.66,452474.09,162243.97
2-Jan,287076,390576,NA,158332.42,203571.36,NA,NA,NA,128888.44,NA,157142,107391,NA,145999.7,NA,258972.48,NA,643616,NA,200000,137499.13,NA,365000,343749.56,264285.43,362007.25,258749.83,NA,179024.46,179385,355555,136575.79,304155,487499,198787,326999.73,570000,366906.32,493500,475000,142499.88,133332.67,239822.21,353461,168181,NA,NA,94999.5,NA,329341,NA,NA,,250361.85,449051.64,156653.92
2-Feb,294865,405181,NA,163684.03,193332.67,NA,NA,NA,134037.76,NA,147999.6,103962,NA,148749.56,NA,251811.07,NA,625000,NA,208333.17,146922.73,NA,400000,335713.93,269444.06,369821.31,271874.56,NA,184714.76,182840,356666.1,131963.31,326731,503623,207792,300000,575000,430264.69,520000,484050,138180.91,133332.67,241665.83,365957,174848,NA,NA,98332.5,NA,337368,NA,NA,,265587.34,464168.93,163256.47
2-Mar,305838,403448,NA,174090.2,192856.5,NA,NA,NA,131817.59,NA,147368.05,112711,NA,144285.5,NA,253609.02,NA,704545,NA,232142.21,143749.81,NA,366000,351019.9,257142.71,379277.94,266790.71,NA,192421.97,187196,368332.65,134867.68,338414,593160,206308,327205.61,612500,417020.11,535000,497000,143571.25,122499.88,250925.91,367942,177113,NA,NA,108499.58,NA,336345,NA,NA,,271657.14,485311.02,166279.94
2-Apr,317121,455749,NA,165789.18,197999.1,NA,NA,NA,127272.36,NA,155554.78,106913,NA,160000,NA,260195.36,NA,754167,NA,207142.71,143999.8,NA,358550,365999.34,273213.82,392999.07,267187.16,NA,196304.36,195953,362499.38,137938.94,345537,579724,211250,320224.52,641000,532908.82,550000,491000,160967.69,109999.5,260271.11,376157,177529,NA,NA,109999.5,NA,355075,NA,NA,,279518.55,499834.53,164779.36
2-May,319591,447773,NA,171904.17,194285,NA,NA,NA,134443.72,NA,161538.38,115256,NA,157776.89,NA,251711.65,NA,730931,NA,262499.75,153076.27,NA,367500,389188.3,277082.79,409176.58,287375.49,NA,200085.83,206486,384999.15,141827.98,370312,635551,225173,334809.78,645000,352356.39,578750,532000,151999.4,123333.17,267835.01,379019,182551,NA,NA,116665.83,NA,364040,NA,NA,,279796.77,509242.92,175096.75
2-Jun,324638,471222,NA,176362.82,219117.26,NA,NA,NA,148946.92,NA,174614.65,116295,NA,193999.3,NA,286325.72,NA,722876,NA,198887.94,157856.25,NA,400000,424193.31,289842.95,428608.41,292591.74,NA,208196.78,216613,372618.32,144109.23,368654,620967,232024,348700.81,629000,409164.94,575000,520000,156763.87,135713.5,273046.41,389062,189876,NA,NA,115713.5,NA,361697,NA,NA,,286487.09,525162.72,181932.28
2-Jul,321903,464999,NA,185789.18,228124.44,NA,NA,NA,145671.36,NA,177499.13,117030,NA,166153.54,NA,291245.3,NA,744844,NA,217499.65,157057.97,NA,366500,386955.65,293420.18,430238.67,289150.16,NA,211338.5,214482,369766.74,148944.75,376251,614436,227007,335937.14,635000,420045.73,560000,535000,147856.75,134999.25,276049.9,389582,191910,NA,NA,119374.03,NA,395708,NA,NA,,285087.38,505598.24,182452.8
2-Aug,334273,460958,NA,187777.39,235713.57,NA,NA,NA,150166.16,NA,169999.5,127143,NA,163076.77,NA,304917.62,NA,730669,NA,252777.72,154116.94,NA,395000,388774.62,287142.11,432768.03,307727.2,NA,211281.55,221107,369116.96,145979.93,378834,594890,232993,364285.07,655000,448660.49,540000,539500,151859.87,152856.5,277320.88,392561,193764,NA,NA,123420.88,NA,388693,NA,NA,,287502.85,497041.01,181284.82
2-Sep,322452,459832,NA,185714,229999.4,NA,NA,NA,151384.05,NA,180869.52,125082,NA,193749.31,NA,325417.5,NA,728895,NA,252272.68,171110.56,NA,398000,393901.5,301724.12,428988.47,292581.57,NA,213327.94,225553,385713.43,154986.46,383075,597098,235083,369642.16,637500,350648.83,550000,532000,160399.98,142857,287930.28,386538,196351,NA,NA,114499.28,NA,393442,NA,NA,,288542.87,496431.65,188057.2
2-Oct,324672,452391,NA,182105.16,239061.72,NA,NA,NA,158626.52,NA,181111.06,128026,NA,170624.47,NA,294631.3,NA,730654,NA,240624.19,169999.5,NA,382500,395237.14,289814.02,429022.7,294185.16,NA,212533.62,223006,377940.4,154136.08,378293,610294,234601,348683.72,600000,459291.16,535000,520000,170249.49,135999.2,288533.06,381531,195463,NA,NA,118570.5,NA,391122,NA,NA,,290184.24,497133.11,184003.79
2-Nov,328440,450990,NA,192666.03,233332.67,NA,NA,NA,156228.7,NA,183076.77,131666,NA,181999.9,NA,288319.5,NA,743242,NA,260416.46,177999.1,NA,375000,398716.96,328571.14,427126.17,308163.18,NA,225378.16,225000,378124.22,157277.79,378036,616228,229094,358552.05,615000,378370.46,530000,510000,169599.52,131666.08,284878.33,381614,198461,NA,NA,116128.23,NA,387349,NA,NA,,292583.76,490500.26,188904.27
2-Dec,338836,453079,NA,200000,233927.89,NA,NA,NA,150525.79,NA,182272.61,130517,NA,186153.54,NA,307489.03,NA,668631,NA,246874.06,167856.75,NA,365000,401923.06,343181.39,428312.97,297618.1,NA,218656.9,226899,397499.03,153867.83,381440,588235,233147,363558.69,597000,372586.58,532750,518250,165768.94,131666.08,287294.34,382376,202419,NA,NA,112580.02,NA,400407,NA,NA,,293909.84,489502.39,185622.87
3-Jan,336212,441025,NA,186922.73,226922.54,NA,NA,NA,158540.74,NA,183571.25,126379,NA,172856.5,NA,302860.87,NA,679824,185000,246874.06,186666.33,NA,409000,462499.38,329999.7,442753.2,296773.26,NA,214920.65,227403,393749.06,160694.22,385848,596649,232568,371874.28,597500,403849.67,510000,512000,171480.91,153332.67,279064.46,394656,202381,NA,NA,118845.21,229166.08,403043,NA,NA,,297527.89,481996.64,185248.89
